user_id,window_end_date,window_start_ts,window_end_ts,n_samples_30d,obs_days_in_window,median_interval_h,p95_interval_h,max_gap_h,gaps_gt_6h_count,gaps_gt_12h_count,gaps_gt_24h_count,duplicate_timestamp_count,cycle_decrease_count,fcc_missing_count,rsoc_missing_count,has_counter_reset,window_data_quality_label,cycle_start_30d,cycle_end_30d,cycle_delta_30d,cycle_rate_per_30d,ac_time_ratio_30d,charge_time_ratio_30d,discharge_time_ratio_30d,rsoc_min_30d,rsoc_max_30d,rsoc_swing_30d,rsoc_p05_30d,rsoc_p50_30d,rsoc_p95_30d,frac_below_10_30d,frac_below_20_30d,frac_above_80_30d,frac_above_90_30d,frac_above_95_30d,n_acdc_switches_30d,n_charge_status_switches_30d,n_discharge_sessions_30d,fcc_start_30d,fcc_end_30d,fcc_min_30d,fcc_max_30d,fcc_abs_delta_30d,fcc_any_changes_30d,fcc_effective_changes_30d,fcc_effective_step_abs_max_30d,last_effective_fcc_change_ts_in_window,last_effective_fcc_change_cycle_in_window,soh_start_30d,soh_end_30d,n_80_20_80_ok_complete_30d,n_80_20_80_large_gap_30d,n_80_20_80_no_response_30d,n_80_20_80_censored_30d,n_80_20_80_any_30d,n_85_15_85_ok_complete_30d,n_85_15_85_large_gap_30d,n_85_15_85_no_response_30d,n_85_15_85_censored_30d,n_85_15_85_any_30d,n_90_10_90_ok_complete_30d,n_90_10_90_large_gap_30d,n_90_10_90_no_response_30d,n_90_10_90_censored_30d,n_90_10_90_any_30d,expected_response_30d,observed_response_30d,no_response_count_30d,n_complete_ok_opportunities_30d,p_all_no_response_30d,fw_response_anomaly_score_30d,conformal_p,conformal_p_proxy_final_normal,state_as_of_ts,first_seen_ts,last_seen_ts,last_effective_fcc_value,last_effective_fcc_change_ts,last_effective_fcc_change_cycle,days_since_last_effective_fcc_change,cycles_since_last_effective_fcc_change,cum_primary_no_response_since_last_fcc_change,cum_primary_censored_since_last_fcc_change,cum_primary_ok_since_last_fcc_change,cum_primary_large_gap_since_last_fcc_change,cum_primary_response_since_last_fcc_change,cum_strict_no_response_since_last_fcc_change,cum_strict_censored_since_last_fcc_change,cum_strict_ok_since_last_fcc_change,cum_strict_large_gap_since_last_fcc_change,cum_strict_response_since_last_fcc_change,cum_expected_response_since_last_fcc_change,cum_observed_response_since_last_fcc_change,cum_log_p_all_no_response_since_last_fcc_change,cum_fw_response_anomaly_score,cluster_id,cluster_profile_name,cluster_action_hint,window_label,stateful_label,recommended_action,alert_fired,consecutive_windows_opportunity_no_response,primary_evidence,analysis_timestamp,code_version,window_days,stride_days,effective_step_definition
AIII1-PF6249QS_aiii1,2026-05-14,2026-04-14 23:59:59.999999999,2026-05-14 23:59:59.999999999,367,28.376,0.5,11.07,64.589,23,18,4,0,0,0,0,False,WINDOW_QUALITY_OK,17.0,28.0,11.0,11.63,0.5429,0.0715,0.4571,2.0,100.0,98.0,30.0,80.0,94.0,0.0027,0.0347,0.4903,0.0776,0.056,92,113,47,59060.0,58930.0,58930.0,59060.0,130.0,11,0,0.0,,,98.43,98.22,0,5,0,0,5,0,3,0,0,3,0,1,0,0,1,0.0,0,0,0,,0.0,,,2026-05-14 23:59:59.999999999,2026-01-29 14:20:30,2026-05-13 17:00:54,59200.0,2026-02-17 09:00:47,5.0,86.624,23.0,1,0,1,8,0,0,0,0,1,0,0.3846,0,-0.48551,0.2109,2,LARGE_GAP_AMBIGUOUS,watch_hint,WINDOW_LARGE_GAP_AMBIGUOUS,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=86.624, cyc_since=23.0, cum_primary_no_response=1, cum_strict_no_response=0, cum_anom=0.211, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=LARGE_GAP_AMBIGUOUS, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
AIII1-PW0J2TQF_aiii1,2026-01-28,2025-12-29 23:59:59.999999999,2026-01-28 23:59:59.999999999,296,28.821,0.5,8.303,236.495,17,11,5,0,0,0,0,False,WINDOW_QUALITY_OK,44.0,49.0,5.0,5.205,0.6906,0.0676,0.3094,15.0,80.0,65.0,32.0,75.0,79.0,0.0,0.0185,0.0,0.0,0.0,56,65,28,54210.0,54130.0,54130.0,54210.0,80.0,5,0,0.0,,,99.01,98.87,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2026-01-28 23:59:59.999999999,2025-08-20 11:34:54,2026-01-28 11:18:45,54760.0,2025-08-20 11:34:54,2.0,161.517,47.0,0,0,0,10,0,0,0,0,0,0,0.0,0,0.0,-0.0,1,LARGE_GAP_AMBIGUOUS,watch_hint,WINDOW_LARGE_GAP_AMBIGUOUS,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=161.517, cyc_since=47.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=LARGE_GAP_AMBIGUOUS, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
AINOW_UX,2025-12-29,2025-11-29 23:59:59.999999999,2025-12-29 23:59:59.999999999,396,7.264,0.163,0.5,65.21,2,2,1,0,0,0,0,False,WINDOW_QUALITY_OK,5.0,7.0,2.0,8.26,0.7214,0.106,0.2786,2.0,100.0,98.0,44.75,97.0,100.0,0.0264,0.0399,0.7581,0.6952,0.6217,22,37,12,58580.0,58560.0,58560.0,58580.0,20.0,2,0,0.0,,,101.0,100.97,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0.0,0,0,0,,0.0,,,2025-12-29 23:59:59.999999999,2025-12-22 10:35:29,2025-12-29 16:55:49,58580.0,2025-12-22 10:35:29,5.0,7.559,2.0,0,0,0,1,0,0,0,0,1,0,0.0,0,0.0,-0.0,2,LARGE_GAP_AMBIGUOUS,watch_hint,WINDOW_LARGE_GAP_AMBIGUOUS,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=7.559, cyc_since=2.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=LARGE_GAP_AMBIGUOUS, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
AKOZLOWSKI-ALZD_akozlowski,2026-06-01,2026-05-02 23:59:59.999999999,2026-06-01 23:59:59.999999999,346,27.947,0.5,11.926,63.066,26,17,4,0,0,0,0,False,WINDOW_QUALITY_OK,1.0,15.0,14.0,15.028,0.2547,0.1632,0.7453,2.0,100.0,98.0,23.0,60.0,100.0,0.0212,0.0401,0.2987,0.2095,0.1638,60,85,30,75010.0,74940.0,74940.0,75010.0,70.0,6,0,0.0,,,100.01,99.92,0,3,0,0,3,0,2,0,0,2,0,1,0,0,1,0.0,0,0,0,,0.0,,,2026-06-01 23:59:59.999999999,2026-05-04 15:20:52,2026-06-01 14:04:54,75010.0,2026-05-04 15:20:52,1.0,28.361,14.0,0,0,0,3,0,0,0,0,1,0,0.0,0,0.0,-0.0,2,LARGE_GAP_AMBIGUOUS,watch_hint,WINDOW_LARGE_GAP_AMBIGUOUS,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=28.361, cyc_since=14.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=LARGE_GAP_AMBIGUOUS, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
AL-SVT7_xuxru,2025-03-11,2025-02-09 23:59:59.999999999,2025-03-11 23:59:59.999999999,452,21.472,0.427,6.668,23.816,24,13,0,0,0,0,0,False,WINDOW_QUALITY_OK,33.0,49.0,16.0,22.355,0.3124,0.2182,0.6876,1.0,100.0,99.0,12.55,83.0,100.0,0.0468,0.0735,0.4355,0.3218,0.2313,110,140,56,55310.0,53840.0,53840.0,55310.0,1470.0,18,4,1160.0,2025-03-07 14:04:00,45.0,100.38,97.71,0,6,0,1,7,0,4,0,1,5,0,3,0,0,3,0.0,0,0,0,,0.0,,,2025-03-11 23:59:59.999999999,2025-02-18 11:27:19,2025-03-11 22:47:08,53890.0,2025-03-07 14:04:00,45.0,4.414,4.0,0,1,1,1,0,0,0,0,1,0,0.0,0,0.0,-0.0,2,LARGE_GAP_AMBIGUOUS,watch_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=4.414, cyc_since=4.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=LARGE_GAP_AMBIGUOUS, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
ALLOY-SIT_mripp,2024-12-27,2024-11-27 23:59:59.999999999,2024-12-27 23:59:59.999999999,177,24.651,0.5,19.47,71.095,18,13,8,0,0,0,0,False,WINDOW_QUALITY_OK,6.0,6.0,0.0,0.0,0.9731,0.0157,0.0269,77.0,100.0,23.0,95.0,98.0,100.0,0.0,0.0,0.999,0.973,0.8493,8,10,4,55120.0,55120.0,55120.0,55120.0,0.0,0,0,0.0,,,100.04,100.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2024-12-27 23:59:59.999999999,2024-11-22 20:27:07,2024-12-22 22:07:18,55130.0,2024-11-22 20:27:07,5.0,35.148,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,-0.0,6,AC_BOUND,gauge_reset_hint,WINDOW_INSUFFICIENT_LEARNING_OPPORTUNITY,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=35.148, cyc_since=1.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=AC_BOUND, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
ALLOY_FINALSVT,2025-07-21,2025-06-21 23:59:59.999999999,2025-07-21 23:59:59.999999999,656,28.926,0.5,0.501,94.617,20,13,5,0,0,0,0,False,WINDOW_QUALITY_OK,30.0,35.0,5.0,5.186,0.8196,0.0774,0.1805,57.0,100.0,43.0,78.75,100.0,100.0,0.0,0.0,0.9376,0.876,0.8106,62,82,33,54590.0,54530.0,54530.0,54590.0,60.0,5,0,0.0,,,99.07,98.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2025-07-21 23:59:59.999999999,2025-04-14 23:54:41,2025-07-21 22:22:32,54650.0,2025-06-03 14:06:38,25.0,48.412,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,-0.0,6,AC_BOUND,gauge_reset_hint,WINDOW_INSUFFICIENT_LEARNING_OPPORTUNITY,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=48.412, cyc_since=10.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=AC_BOUND, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
AMALU_asanthosh,2025-05-29,2025-04-29 23:59:59.999999999,2025-05-29 23:59:59.999999999,375,29.273,0.5,8.994,93.451,23,14,4,0,0,0,0,False,WINDOW_QUALITY_OK,60.0,79.0,19.0,19.472,0.3207,0.1688,0.6793,1.0,100.0,99.0,3.0,58.0,100.0,0.0979,0.1623,0.3711,0.2662,0.2053,59,70,30,57190.0,54260.0,54260.0,57290.0,3030.0,30,11,1870.0,2025-05-28 15:49:32,77.0,100.28,95.14,5,9,2,0,14,5,8,2,0,13,5,8,2,0,13,2.1987,3,2,5,0.043503,1.3615,0.14241,0.29032,2025-05-29 23:59:59.999999999,2025-01-23 13:33:24,2025-05-29 13:27:35,54290.0,2025-05-28 15:49:32,77.0,1.341,2.0,0,0,0,1,0,0,0,0,1,0,0.0,0,0.0,-0.0,5,MOBILE_DEEP_CYCLE_RESPONDING,normal_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=1.341, cyc_since=2.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=1.361, expected=2.199, observed=3, n_ok_opp=5, cluster=MOBILE_DEEP_CYCLE_RESPONDING, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
AMANDELBLOO-4SM_amandelbloom,2026-05-13,2026-04-13 23:59:59.999999999,2026-05-13 23:59:59.999999999,217,20.742,0.5,8.828,114.823,12,9,3,0,0,0,0,False,WINDOW_QUALITY_OK,111.0,114.0,3.0,4.339,0.8318,0.1071,0.1682,2.0,100.0,98.0,56.2,100.0,100.0,0.0039,0.0039,0.9162,0.8827,0.8273,17,26,9,52320.0,52290.0,52290.0,52320.0,30.0,3,0,0.0,,,94.95,94.9,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0.0,0,0,0,,0.0,,,2026-05-13 23:59:59.999999999,2025-01-08 11:12:54,2026-05-07 15:35:39,52370.0,2026-01-05 19:24:44,107.0,128.191,7.0,0,0,0,2,0,0,0,0,1,0,0.0,0,0.0,-0.0,2,LARGE_GAP_AMBIGUOUS,watch_hint,WINDOW_LARGE_GAP_AMBIGUOUS,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=128.191, cyc_since=7.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=LARGE_GAP_AMBIGUOUS, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
AMANDELBLOO-9TD_amandelbloom,2026-05-06,2026-04-06 23:59:59.999999999,2026-05-06 23:59:59.999999999,262,21.787,0.5,0.5,115.769,10,10,4,0,0,0,0,False,WINDOW_QUALITY_OK,16.0,19.0,3.0,4.131,0.6425,0.0853,0.3575,1.0,100.0,99.0,14.05,96.0,99.0,0.0569,0.0811,0.6462,0.6131,0.574,26,31,14,75620.0,75580.0,75580.0,75620.0,40.0,3,0,0.0,,,100.83,100.77,1,1,1,0,2,1,1,1,0,2,1,1,1,0,2,0.2034,0,1,1,0.79661,0.0988,1.0,1.0,2026-05-06 23:59:59.999999999,2026-01-14 13:19:27,2026-04-29 14:02:52,75730.0,2026-02-06 09:15:55,6.0,89.614,13.0,1,0,1,4,0,1,0,1,1,0,0.2034,0,-0.22739,0.0988,5,MOBILE_DEEP_CYCLE_RESPONDING,normal_hint,WINDOW_OPPORTUNITY_NO_RESPONSE,STATEFUL_WATCH,ACTION_WATCH,False,3,"days_since_fcc=89.614, cyc_since=13.0, cum_primary_no_response=1, cum_strict_no_response=1, cum_anom=0.099, win_anom=0.099, expected=0.203, observed=0, n_ok_opp=1, cluster=MOBILE_DEEP_CYCLE_RESPONDING, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
AMANDELBLOO-VBQ_amandelbloom,2024-11-27,2024-10-28 23:59:59.999999999,2024-11-27 23:59:59.999999999,12,10.003,0.174,110.842,176.656,3,3,2,0,0,0,0,False,WINDOW_QUALITY_SHORT_OBS,23.0,23.0,0.0,0.0,1.0,0.7044,0.0,61.0,96.0,35.0,71.45,95.0,96.0,0.0,0.0,0.9256,0.9028,0.2956,0,2,0,52230.0,52230.0,52230.0,52230.0,0.0,0,0,0.0,,,95.48,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2024-11-27 23:59:59.999999999,2023-08-30 13:09:23,2024-11-27 10:16:47,52320.0,2024-01-08 13:10:07,20.0,324.451,3.0,0,0,0,1,0,0,0,0,1,0,0.0,0,0.0,-0.0,-1,SPARSE_OR_REVIEW,review_hint,WINDOW_DATA_QUALITY_REVIEW,STATEFUL_REVIEW,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,False,0,"days_since_fcc=324.451, cyc_since=3.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=SPARSE_OR_REVIEW, quality=WINDOW_QUALITY_SHORT_OBS",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
AMANDELBLOOXH8H_amandelbloom,2025-01-09,2024-12-10 23:59:59.999999999,2025-01-09 23:59:59.999999999,504,29.148,0.5,0.972,103.613,16,12,4,0,0,0,0,False,WINDOW_QUALITY_OK,69.0,75.0,6.0,6.175,0.8186,0.1599,0.1814,1.0,100.0,99.0,33.15,96.0,100.0,0.0046,0.0199,0.7846,0.7556,0.7141,32,47,16,50260.0,48770.0,44110.0,50260.0,6150.0,8,2,6070.0,2024-12-25 19:33:55,74.0,95.73,92.9,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0.0,0,0,0,,0.0,,,2025-01-09 23:59:59.999999999,2024-01-11 10:32:00,2025-01-09 13:30:29,48790.0,2024-12-25 19:33:55,74.0,15.185,1.0,0,0,0,1,0,0,0,0,1,0,0.0,0,0.0,-0.0,2,LARGE_GAP_AMBIGUOUS,watch_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=15.185, cyc_since=1.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=LARGE_GAP_AMBIGUOUS, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
AMCCLARNON-1Z35_amcclarnon,2024-06-06,2024-05-07 23:59:59.999999999,2024-06-06 23:59:59.999999999,458,29.318,0.5,0.5,88.523,20,19,4,0,0,0,0,False,WINDOW_QUALITY_OK,10.0,12.0,2.0,2.046,0.9604,0.0375,0.0396,34.0,100.0,66.0,94.0,100.0,100.0,0.0,0.0,0.9731,0.9668,0.921,24,41,12,46090.0,46090.0,46090.0,46090.0,0.0,0,0,0.0,,,100.2,100.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2024-06-06 23:59:59.999999999,2024-03-14 12:02:59,2024-06-06 14:38:18,46100.0,2024-04-04 16:17:57,8.0,63.321,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,-0.0,6,AC_BOUND,gauge_reset_hint,WINDOW_INSUFFICIENT_LEARNING_OPPORTUNITY,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=63.321, cyc_since=4.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=AC_BOUND, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
AMCCLARNON-69JL_amcclarnon,2024-11-05,2024-10-06 23:59:59.999999999,2024-11-05 23:59:59.999999999,655,21.308,0.5,0.5,63.651,10,9,2,0,0,0,0,False,WINDOW_QUALITY_OK,1.0,5.0,4.0,5.632,0.9018,0.0572,0.0982,0.0,100.0,100.0,60.7,100.0,100.0,0.0138,0.0199,0.9161,0.8947,0.8694,29,42,15,57950.0,57900.0,57900.0,57950.0,50.0,4,0,0.0,,,101.61,101.53,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0.0,0,0,0,,0.0,,,2024-11-05 23:59:59.999999999,2024-10-15 09:29:17,2024-11-05 16:52:38,57950.0,2024-10-15 09:29:17,1.0,21.605,4.0,0,0,0,1,0,0,0,0,1,0,0.0,0,0.0,-0.0,2,LARGE_GAP_AMBIGUOUS,watch_hint,WINDOW_LARGE_GAP_AMBIGUOUS,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=21.605, cyc_since=4.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=LARGE_GAP_AMBIGUOUS, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
AMCCLARNON-TSEM_amcclarnon,2025-11-19,2025-10-20 23:59:59.999999999,2025-11-19 23:59:59.999999999,467,29.236,0.5,0.501,63.427,21,19,4,0,0,0,0,False,WINDOW_QUALITY_OK,5.0,6.0,1.0,1.026,1.0,0.0153,0.0,95.0,100.0,5.0,96.0,98.0,100.0,0.0,0.0,1.0,1.0,0.9712,0,6,0,58020.0,57980.0,57980.0,58020.0,40.0,1,0,0.0,,,100.03,99.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2025-11-19 23:59:59.999999999,2025-05-28 13:45:24,2025-11-19 13:37:22,58050.0,2025-09-10 07:53:32,4.0,70.671,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,-0.0,6,AC_BOUND,gauge_reset_hint,WINDOW_INSUFFICIENT_LEARNING_OPPORTUNITY,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=70.671, cyc_since=2.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=AC_BOUND, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
AMIGDOL-F67CCZ1_amigdol,2026-06-01,2026-05-02 23:59:59.999999999,2026-06-01 23:59:59.999999999,291,27.775,0.5,15.496,71.859,23,23,4,0,0,0,0,False,WINDOW_QUALITY_OK,3.0,12.0,9.0,9.721,0.2838,0.1402,0.7162,24.0,100.0,76.0,36.0,76.0,100.0,0.0,0.0,0.5176,0.3348,0.2399,52,65,26,60120.0,60010.0,60010.0,60120.0,110.0,9,0,0.0,,,100.2,100.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2026-06-01 23:59:59.999999999,2026-05-04 15:20:47,2026-06-01 09:56:49,60120.0,2026-05-04 15:20:47,3.0,28.361,9.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,-0.0,2,LARGE_GAP_AMBIGUOUS,watch_hint,WINDOW_INSUFFICIENT_LEARNING_OPPORTUNITY,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=28.361, cyc_since=9.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=LARGE_GAP_AMBIGUOUS, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
AMIKAMI-F49VQPZ_amikami,2024-12-09,2024-11-09 23:59:59.999999999,2024-12-09 23:59:59.999999999,372,27.997,0.5,6.524,87.272,19,18,4,0,0,0,0,False,WINDOW_QUALITY_OK,125.0,130.0,5.0,5.358,0.8704,0.1266,0.1296,46.0,100.0,54.0,69.1,98.0,100.0,0.0,0.0,0.9351,0.8968,0.7906,67,95,34,57770.0,57770.0,57770.0,57770.0,0.0,0,0,0.0,,,101.26,101.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2024-12-09 23:59:59.999999999,2023-03-20 16:34:52,2024-12-09 09:52:57,57770.0,2024-11-07 12:59:19,125.0,32.459,5.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,-0.0,6,AC_BOUND,gauge_reset_hint,WINDOW_INSUFFICIENT_LEARNING_OPPORTUNITY,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=32.459, cyc_since=5.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=AC_BOUND, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
ANAKAMURA8-3ZVB_anakamura8,2026-05-14,2026-04-14 23:59:59.999999999,2026-05-14 23:59:59.999999999,244,29.387,0.5,1.758,213.606,12,12,5,0,0,0,0,False,WINDOW_QUALITY_OK,901.0,910.0,9.0,9.188,0.5913,0.1424,0.4087,2.0,100.0,98.0,12.15,98.5,100.0,0.0478,0.0665,0.6517,0.5982,0.5508,22,37,11,43330.0,42430.0,42430.0,43970.0,1540.0,2,2,1540.0,2026-05-08 17:47:59,907.0,76.02,74.44,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0.0,0,0,0,,0.0,,,2026-05-14 23:59:59.999999999,2023-02-09 09:15:48,2026-05-14 19:12:03,42430.0,2026-05-08 17:47:59,907.0,6.258,3.0,0,0,0,2,0,0,0,0,2,0,0.0,0,0.0,-0.0,2,LARGE_GAP_AMBIGUOUS,watch_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=6.258, cyc_since=3.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=LARGE_GAP_AMBIGUOUS, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
ANDY-TH1_zuyin,2026-03-20,2026-02-18 23:59:59.999999999,2026-03-20 23:59:59.999999999,283,27.761,0.5,16.011,48.865,30,18,7,0,0,0,0,False,WINDOW_QUALITY_OK,183.0,185.0,2.0,2.161,0.956,0.1335,0.044,54.0,79.0,25.0,60.1,77.0,79.0,0.0,0.0,0.0,0.0,0.0,28,55,14,52970.0,52940.0,52940.0,52970.0,30.0,2,0,0.0,,,92.88,92.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2026-03-20 23:59:59.999999999,2024-01-12 22:16:39,2026-03-19 18:36:45,53130.0,2025-10-03 23:06:34,169.0,168.037,16.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,-0.0,1,LARGE_GAP_AMBIGUOUS,watch_hint,WINDOW_INSUFFICIENT_LEARNING_OPPORTUNITY,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=168.037, cyc_since=16.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=LARGE_GAP_AMBIGUOUS, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
