user_id,final_label,recommended_action,confidence,sub_reason,gauge_reset_score_0_100,fw_check_score_0_100,primary_evidence,flat_tail_days,fcc_changes,tail_cycle_delta,tail_n_90_10_90_ok,tail_n_80_20_80_ok,tail_n_85_15_85_ok,tail_response_rate_80_20_80_72h,relevant_response_rate_72h,tail_ac_time_ratio,tail_min_rsoc,tail_max_rsoc,tail_rsoc_swing,obs_days,data_quality_label,device_model,batt_vendor,batt_fru,operational_message,analysis_timestamp
AIII1-PF6249QS_aiii1,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,57.7,6.0,"obs_days=109.8, n_samples=1272, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",6.0,29,0.0,0,0,0,,,0.5448,60.0,85.0,25.0,109.83,QUALITY_SHORT_OBS,ThinkPad P16s Gen 5,COSMX,5B11M90178,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
AIII1-PW0J2TQF_aiii1,NORMAL_OR_RESPONDING,ACTION_NONE,high,,70.0,10.0,"flat_tail=0.1d, fcc_changes=40, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",0.1,40,0.0,0,0,0,,,1.0,79.0,80.0,1.0,160.99,QUALITY_OK,ThinkPad L13 2-in-1 Gen 6,SMP,5B11M90129,,2026-06-03T12:47:30
AINOW_UX,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,62.3,5.8,"obs_days=7.3, n_samples=396, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",5.0,2,0.0,0,0,0,,,0.8247,29.0,100.0,71.0,7.26,QUALITY_SHORT_OBS,ThinkPad X1 Carbon Gen 14,ATL,5B11M90161,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
AKOZLOWSKI-ALZD_akozlowski,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,52.7,5.7,"obs_days=27.9, n_samples=346, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",4.0,6,0.0,0,0,0,,,0.3498,16.0,100.0,84.0,27.95,QUALITY_SHORT_OBS,ThinkPad T14 Gen 7,COSMX,5B11M90167,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
AL-SVT7_xuxru,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,50.1,5.5,"obs_days=26.9, n_samples=526, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",2.8,22,0.0,0,0,0,,,0.2294,42.0,100.0,58.0,26.89,QUALITY_SHORT_OBS,ThinkPad X9-14 Gen 1,Sunwoda,LNV-5B11M90102@,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
ALLOY-SIT_mripp,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,70.5,11.0,"obs_days=38.4, n_samples=299, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",35.9,1,0.0,0,0,0,,,0.9761,77.0,100.0,23.0,38.37,QUALITY_SHORT_OBS,ThinkPad X9-14 Gen 1,Sunwoda,LNV-5B11M90102,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
ALLOY_FINALSVT,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,63.0,5.1,"obs_days=101.4, n_samples=2693, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",0.4,30,0.0,0,0,0,,,0.8978,74.0,95.0,21.0,101.36,QUALITY_SHORT_OBS,ThinkPad X9-14 Gen 1,BYD,LNV-5B11M90101@,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
AMALU_asanthosh,NORMAL_OR_RESPONDING,ACTION_NONE,high,,67.7,10.0,"flat_tail=0.1d, fcc_changes=120, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",0.1,120,0.0,0,0,0,,,0.4088,93.0,100.0,7.0,126.0,QUALITY_OK,ThinkPad X1 Carbon Gen 13,BYD,5B11M90100,,2026-06-03T12:47:30
AMANDELBLOO-4SM_amandelbloom,NORMAL_OR_RESPONDING,ACTION_NONE,high,,72.0,13.7,"flat_tail=22.2d, fcc_changes=142, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",22.2,142,0.0,0,0,0,,,0.9165,3.0,100.0,97.0,496.33,QUALITY_OK,ThinkPad X9-14 Gen 1,Sunwoda,LNV-5B11M90102,,2026-06-03T12:47:30
AMANDELBLOO-9TD_amandelbloom,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,60.5,5.2,"obs_days=117.8, n_samples=1171, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",1.0,17,0.0,0,0,0,,,0.6437,86.0,100.0,14.0,117.78,QUALITY_SHORT_OBS,ThinkPad T14 Gen 7,COSMX,5B11M90167,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
AMANDELBLOO-VBQ_amandelbloom,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,high,NO_OPPORTUNITY_LOW_CYCLING;NO_OPPORTUNITY_SHALLOW_RANGE,92.0,40.0,"flat_tail=214.9d, fcc_changes=25, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0, ac=0.60, min_rsoc=30.0, swing=69.0 -> no learning opportunity in flat tail",214.9,25,0.0,0,0,0,,,0.5984,30.0,99.0,69.0,454.88,QUALITY_OK,ThinkPad X13 Gen 4,Sunwoda,5B11H56368,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
AMANDELBLOOXH8H_amandelbloom,NORMAL_OR_RESPONDING,ACTION_NONE,high,,70.1,11.2,"flat_tail=7.2d, fcc_changes=85, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",7.2,85,0.0,0,0,0,,,0.9471,71.0,100.0,29.0,364.12,QUALITY_OK,ThinkPad T14 Gen 5,BYD,5B11H56417,,2026-06-03T12:47:30
AMCCLARNON-1Z35_amcclarnon,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,71.6,15.3,"obs_days=84.1, n_samples=1399, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",57.3,18,4.0,0,0,0,,,0.9543,34.0,100.0,66.0,84.11,QUALITY_SHORT_OBS,ThinkPad L13 2-in-1 Gen 5,Sunwoda,5B11H56425,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
AMCCLARNON-69JL_amcclarnon,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,65.4,5.4,"obs_days=22.2, n_samples=667, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",2.3,4,0.0,0,0,0,,,1.0,58.0,100.0,42.0,22.19,QUALITY_SHORT_OBS,ThinkPad X1 Carbon Gen 13,Celxpert,5B11M90098,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
AMCCLARNON-TSEM_amcclarnon,NORMAL_OR_RESPONDING,ACTION_NONE,high,,71.0,11.0,"flat_tail=5.9d, fcc_changes=6, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",5.9,6,0.0,0,0,0,,,1.0,99.0,100.0,1.0,174.99,QUALITY_OK,ThinkPad T14s 2-in-1 Gen 1,Celxpert,5B11M90106,,2026-06-03T12:47:30
AMIGDOL-F67CCZ1_amigdol,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,65.0,5.0,"obs_days=27.8, n_samples=291, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",0.0,9,0.0,0,0,0,,,,78.0,78.0,0.0,27.78,QUALITY_SHORT_OBS,ThinkPad T14 Gen 7,ATL,5B11M90172,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
AMIKAMI-F49VQPZ_amikami,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,70.3,16.3,"flat_tail=31.9d, fcc_changes=2, tail_cyc=5.0, tail_ok[90/80/85]=0/0/0, resp72h(rel)=NA -> ambiguous low-update",31.9,2,5.0,0,0,0,,,0.873,46.0,100.0,54.0,629.72,QUALITY_OK,ThinkPad X1 Yoga Gen 7,SMP,5B10W13973,FCC更新率は低いものの完全凍結ではない/学習機会が少ない/データ品質が中程度のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,2026-06-03T12:47:30
ANAKAMURA8-3ZVB_anakamura8,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,62.6,12.4,"flat_tail=11.0d, fcc_changes=10, tail_cyc=3.0, tail_ok[90/80/85]=0/0/0, resp72h(rel)=NA -> ambiguous low-update",11.0,10,3.0,0,0,0,,,0.612,2.0,100.0,98.0,1195.33,QUALITY_OK,ThinkPad X1 Carbon Gen 9,Sunwoda,5B10W13975,FCC更新率は低いものの完全凍結ではない/学習機会が少ない/データ品質が中程度のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,2026-06-03T12:47:30
ANDY-TH1_zuyin,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,60.8,1.4,"obs_days=801.6, n_samples=13116, quality=QUALITY_COUNTER_RESET -> insufficient/uncertain data",8.5,177,0.0,0,0,0,,,0.9682,60.0,79.0,19.0,801.57,QUALITY_COUNTER_RESET,ThinkPad X1 Carbon Gen 12,Celxpert,5B11H56384,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
ANDY_zuyin,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,high,NO_OPPORTUNITY_LOW_CYCLING;NO_OPPORTUNITY_SHALLOW_RANGE,79.6,34.8,"flat_tail=132.1d, fcc_changes=0, tail_cyc=14.0, tail_ok[90/80/85]=0/0/0, ac=0.73, min_rsoc=38.0, swing=62.0 -> no learning opportunity in flat tail",132.1,0,14.0,0,0,0,,,0.728,38.0,100.0,62.0,132.1,QUALITY_OK,ThinkPad X1 Carbon Gen 11,SMP,5B10W13973,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
ANIETO1-F5GNTSH_anieto1,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,high,NO_OPPORTUNITY_AC_BOUND;NO_OPPORTUNITY_LOW_CYCLING,100.0,40.0,"flat_tail=181.8d, fcc_changes=16, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0, ac=1.00, min_rsoc=2.0, swing=93.0 -> no learning opportunity in flat tail",181.8,16,0.0,0,0,0,,,1.0,2.0,95.0,93.0,314.74,QUALITY_OK,ThinkPad T14 Gen 6,Celxpert,5B11M90126,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
ANODA-PF5E0G8K_anoda,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,65.0,5.0,"obs_days=64.0, n_samples=1266, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",0.3,29,0.0,0,0,0,,,1.0,83.0,100.0,17.0,64.03,QUALITY_SHORT_OBS,ThinkPad T14s Gen 6,ATL,5B11H56408,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
ANUPT14S_avachali,NORMAL_OR_RESPONDING,ACTION_NONE,high,,71.2,11.2,"flat_tail=7.0d, fcc_changes=98, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",7.0,98,0.0,0,0,0,,,1.0,62.0,100.0,38.0,608.07,QUALITY_OK,ThinkPad X13 2-in-1 Gen 5,BYD,5B11M90051,,2026-06-03T12:47:30
ANUP_TINY,NORMAL_OR_RESPONDING,ACTION_NONE,high,,70.0,10.0,"flat_tail=0.0d, fcc_changes=98, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",0.0,98,0.0,0,0,0,,,1.0,62.0,81.0,19.0,601.07,QUALITY_OK,ThinkPad X13 2-in-1 Gen 5,BYD,5B11M90051,,2026-06-03T12:47:30
AOHYAMA-F3Y6JVY_aohyama,NORMAL_OR_RESPONDING,ACTION_NONE,high,,65.4,10.1,"flat_tail=0.3d, fcc_changes=459, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",0.3,459,0.0,0,0,0,,,0.7687,62.0,100.0,38.0,498.39,QUALITY_OK,ThinkPad T14s Gen 3,,,,2026-06-03T12:47:30
APARAMESWAR-G5E_aparameswara,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,52.9,11.1,"obs_days=92.0, n_samples=1073, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",27.2,2,8.0,0,0,0,,,0.3685,5.0,100.0,95.0,92.01,QUALITY_SHORT_OBS,ThinkPad T16 Gen 2,Sunwoda,5B10W51873,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
APARAMESWAR-PAD_aparameswara,NORMAL_OR_RESPONDING,ACTION_NONE,high,,67.4,10.0,"flat_tail=0.2d, fcc_changes=153, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",0.2,153,0.0,0,0,0,,,0.8674,71.0,100.0,29.0,231.13,QUALITY_OK,ThinkPad X13 2-in-1 Gen 5,Celxpert,5B11M90049,,2026-06-03T12:47:30
ARAMAR-R9109T7G_aramar,NORMAL_OR_RESPONDING,ACTION_NONE,high,,66.8,10.1,"flat_tail=0.8d, fcc_changes=420, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",0.8,420,0.0,0,0,0,,,0.8351,55.0,82.0,27.0,522.96,QUALITY_OK,ThinkPad X1 Extreme Gen 3,SMP,5B10X19049,,2026-06-03T12:47:30
ARANGANATHA-8QB_aranganathan,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,52.0,5.1,"obs_days=112.1, n_samples=1481, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",0.7,22,0.0,0,0,0,,,0.3463,35.0,100.0,65.0,112.12,QUALITY_SHORT_OBS,ThinkPad T14s Gen 4,SMP,5B10W51875,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
ASANTHOSH-9S10E_asanthosh,NORMAL_OR_RESPONDING,ACTION_NONE,high,,63.1,15.0,"flat_tail=29.9d, fcc_changes=137, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",29.9,137,0.0,0,0,0,,,0.4062,36.0,100.0,64.0,176.02,QUALITY_OK,ThinkPad L16 Gen 1,Sunwoda,5B11H56398,,2026-06-03T12:47:30
ASANTHOSH-FT15Y_X1,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,49.6,5.2,"obs_days=97.9, n_samples=666, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",1.0,50,0.0,0,0,0,,,0.2232,6.0,69.0,63.0,97.89,QUALITY_SHORT_OBS,ThinkPad X1 2-in-1 Gen 10,BYD,5B11M90100,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
ASANTHOSH-FT15Y_asanthosh,NORMAL_OR_RESPONDING,ACTION_NONE,high,,54.6,12.0,"flat_tail=11.8d, fcc_changes=51, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",11.8,51,0.0,0,0,0,,,0.0,4.0,56.0,52.0,124.92,QUALITY_OK,ThinkPad X1 2-in-1 Gen 10,BYD,5B11M90100,,2026-06-03T12:47:30
ASANTHOSH_asanthosh,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,48.4,5.1,"obs_days=115.3, n_samples=904, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",0.6,57,0.0,0,0,0,,,0.1627,10.0,100.0,90.0,115.26,QUALITY_SHORT_OBS,ThinkPad P14s Gen 7,BYD,5B11M90175,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
ASHISHIDO-RHBV7_ashishido,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,52.7,5.1,"obs_days=70.4, n_samples=1490, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",0.4,41,0.0,0,0,0,,,0.3801,30.0,100.0,70.0,70.41,QUALITY_SHORT_OBS,ThinkPad T14 Gen 1,SMP,5B10W13906,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
ATOKYO-PF3TQD0N_atokyo,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,ACTION_FW_CHECK,medium,LOW_UPDATE_RATE_WITH_OPPORTUNITIES,64.4,76.0,"flat_tail=526.1d, fcc_changes=0, tail_cyc=172.0, tail_ok[90/80/85]=0/1/0, resp72h(rel)=0.000 -> opportunities present but FCC did not respond",526.1,0,172.0,0,1,0,0.0,0.0,0.5946,2.0,100.0,98.0,526.05,QUALITY_OK,ThinkPad X1 Yoga Gen 6,Sunwoda,5B10W13975,FCC/SoHが長期間更新されておらず、ログ上は深い放電→再充電の学習機会が複数回確認されています。通常のキャリブレーション機会があったにもかかわらずFCC応答がないため、BIOS/EC/バッテリー関連FWのVersion確認とアップデート有無確認を優先してください。アップデート後、次回の学習機会後72h〜7日間でFCC更新有無を確認してください。,2026-06-03T12:47:30
AVACHALI-4SM98Q_avachali,NORMAL_OR_RESPONDING,ACTION_NONE,high,,70.8,11.4,"flat_tail=8.2d, fcc_changes=98, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",8.2,98,0.0,0,0,0,,,0.9706,62.0,100.0,38.0,609.28,QUALITY_OK,ThinkPad X13 2-in-1 Gen 5,BYD,5B11M90051,,2026-06-03T12:47:30
AVON-SVTSKU3_Avon,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,47.0,5.0,"obs_days=76.9, n_samples=1170, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",0.1,50,0.0,0,0,0,,,0.0194,1.0,55.0,54.0,76.88,QUALITY_SHORT_OBS,ThinkPad X1 Carbon Gen 14,Sunwoda,5B11M90160,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
AVON_SIT2,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,55.7,6.7,"obs_days=93.8, n_samples=702, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",10.1,13,0.0,0,0,0,,,0.4525,9.0,100.0,91.0,93.84,QUALITY_SHORT_OBS,ThinkPad X1 Carbon Gen 14,ATL,5B11M90161,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
