analysis_timestamp,user_id,final_label,recommended_action,confidence,primary_reason,subreason,watch_subreason,review_subreason,review_priority,manual_review_reason,fcc_no_or_low_change_candidate,no_fcc_update,long_terminal_flat,low_update_per_cycle,low_update_per_time,fcc_changes,fcc_effective_changes_50mwh,fcc_effective_changes_100mwh,fcc_changes_per_100_cycles,fcc_change_rate_per_100d,flat_tail_days,obs_days,cycle_delta,tail_days,tail_cycle_delta,tail_min_rsoc,tail_max_rsoc,tail_rsoc_swing,tail_ac_time_ratio,tail_n_80_20_80_ok,tail_n_80_20_80_large_gap,tail_n_80_20_80_any,tail_n_90_10_90_ok,tail_n_90_10_90_large_gap,tail_n_90_10_90_any,tail_n_unresponded_80_20_80_complete_window,tail_n_unresponded_90_10_90_complete_window,tail_n_censored_80_20_80,tail_n_censored_90_10_90,expected_tail_responses_72h,observed_tail_responses_72h,response_residual_z,ml_fw_support_score_0_100,cluster_id,cluster_description,gauge_reset_score_0_100,fw_check_score_0_100,primary_evidence,operational_message,threshold_version,rule_version,label_version,device_model,batt_vendor,batt_fru
2026-06-03T16:38:27,AIII1-PF6249QS_aiii1,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,REVIEW_SHORT_OBS_ACTIVE_LIKE,,,REVIEW_SHORT_OBS_ACTIVE_LIKE,low,観測期間<120日でactive様（flat_tail<60）。経過観察で十分なことが多い。,False,False,False,False,False,29,3,3,107.407,26.404,6.0,109.83,27.0,6.0,0.0,60.0,85.0,25.0,0.5448,0,0,0,0,0,0,0,0,0,0,,,,0.0,-1.0,n/a,57.7,6.0,"obs_days=109.8, n_samples=1272, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",観測期間・サンプル数・カウンタ整合性のいずれかが不足しており信頼できる判定ができません。review_priorityに従い追加データ収集または手動レビューを行ってください。,v2.0-final,v2.0-final,v2.0-final,ThinkPad P16s Gen 5,COSMX,5B11M90178
2026-06-03T16:38:27,AIII1-PW0J2TQF_aiii1,NORMAL_OR_RESPONDING,ACTION_NONE,high,NOT_NO_LOW_CHANGE_CANDIDATE,,,,,,False,False,False,False,False,40,0,0,85.106,24.846,0.1,160.99,47.0,0.1,0.0,79.0,80.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,,,,0.0,-1.0,n/a,70.0,10.0,"flat_tail=0.1d, fcc_changes=40, tail_cyc=0.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=0/0 -> FCC still updating / not a no-low-change candidate",,v2.0-final,v2.0-final,v2.0-final,ThinkPad L13 2-in-1 Gen 6,SMP,5B11M90129
2026-06-03T16:38:27,AINOW_UX,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,REVIEW_SHORT_OBS_ACTIVE_LIKE,,,REVIEW_SHORT_OBS_ACTIVE_LIKE,low,観測期間<120日でactive様（flat_tail<60）。経過観察で十分なことが多い。,False,False,False,False,False,2,0,0,100.0,27.548,5.0,7.26,2.0,5.0,0.0,29.0,100.0,71.0,0.8247,0,0,0,0,0,0,0,0,0,0,,,,0.0,-1.0,n/a,62.3,5.8,"obs_days=7.3, n_samples=396, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",観測期間・サンプル数・カウンタ整合性のいずれかが不足しており信頼できる判定ができません。review_priorityに従い追加データ収集または手動レビューを行ってください。,v2.0-final,v2.0-final,v2.0-final,ThinkPad X1 Carbon Gen 14,ATL,5B11M90161
2026-06-03T16:38:27,AKOZLOWSKI-ALZD_akozlowski,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,REVIEW_SHORT_OBS_ACTIVE_LIKE,,,REVIEW_SHORT_OBS_ACTIVE_LIKE,low,観測期間<120日でactive様（flat_tail<60）。経過観察で十分なことが多い。,False,False,False,False,False,6,0,0,42.857,21.467,4.0,27.95,14.0,4.0,0.0,16.0,100.0,84.0,0.3498,0,0,0,0,0,0,0,0,0,0,,,,0.0,-1.0,n/a,52.7,5.7,"obs_days=27.9, n_samples=346, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",観測期間・サンプル数・カウンタ整合性のいずれかが不足しており信頼できる判定ができません。review_priorityに従い追加データ収集または手動レビューを行ってください。,v2.0-final,v2.0-final,v2.0-final,ThinkPad T14 Gen 7,COSMX,5B11M90167
2026-06-03T16:38:27,AL-SVT7_xuxru,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,REVIEW_SHORT_OBS_ACTIVE_LIKE,,,REVIEW_SHORT_OBS_ACTIVE_LIKE,low,観測期間<120日でactive様（flat_tail<60）。経過観察で十分なことが多い。,False,False,False,False,False,22,5,5,115.789,81.815,2.8,26.89,19.0,2.8,0.0,42.0,100.0,58.0,0.2294,0,0,0,0,0,0,0,0,0,0,,,,0.0,-1.0,n/a,50.1,5.5,"obs_days=26.9, n_samples=526, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",観測期間・サンプル数・カウンタ整合性のいずれかが不足しており信頼できる判定ができません。review_priorityに従い追加データ収集または手動レビューを行ってください。,v2.0-final,v2.0-final,v2.0-final,ThinkPad X9-14 Gen 1,Sunwoda,LNV-5B11M90102@
2026-06-03T16:38:27,ALLOY-SIT_mripp,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,REVIEW_SHORT_OBS_ACTIVE_LIKE,,,REVIEW_SHORT_OBS_ACTIVE_LIKE,low,観測期間<120日でactive様（flat_tail<60）。経過観察で十分なことが多い。,False,False,False,False,False,1,0,0,100.0,2.606,35.9,38.37,1.0,35.9,0.0,77.0,100.0,23.0,0.9761,0,0,0,0,0,0,0,0,0,0,,,,0.0,-1.0,n/a,70.5,11.0,"obs_days=38.4, n_samples=299, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",観測期間・サンプル数・カウンタ整合性のいずれかが不足しており信頼できる判定ができません。review_priorityに従い追加データ収集または手動レビューを行ってください。,v2.0-final,v2.0-final,v2.0-final,ThinkPad X9-14 Gen 1,Sunwoda,LNV-5B11M90102
2026-06-03T16:38:27,ALLOY_FINALSVT,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,REVIEW_SHORT_OBS_ACTIVE_LIKE,,,REVIEW_SHORT_OBS_ACTIVE_LIKE,low,観測期間<120日でactive様（flat_tail<60）。経過観察で十分なことが多い。,False,False,False,False,False,30,3,3,111.111,29.597,0.4,101.36,27.0,0.4,0.0,74.0,95.0,21.0,0.8978,0,0,0,0,0,0,0,0,0,0,,,,0.0,-1.0,n/a,63.0,5.1,"obs_days=101.4, n_samples=2693, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",観測期間・サンプル数・カウンタ整合性のいずれかが不足しており信頼できる判定ができません。review_priorityに従い追加データ収集または手動レビューを行ってください。,v2.0-final,v2.0-final,v2.0-final,ThinkPad X9-14 Gen 1,BYD,LNV-5B11M90101@
2026-06-03T16:38:27,AMALU_asanthosh,NORMAL_OR_RESPONDING,ACTION_NONE,high,NOT_NO_LOW_CHANGE_CANDIDATE,,,,,,False,False,False,False,False,120,49,49,153.846,95.238,0.1,126.0,78.0,0.1,0.0,93.0,100.0,7.0,0.4088,0,0,0,0,0,0,0,0,0,0,,,,0.0,-1.0,n/a,67.7,10.0,"flat_tail=0.1d, fcc_changes=120, tail_cyc=0.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=0/0 -> FCC still updating / not a no-low-change candidate",,v2.0-final,v2.0-final,v2.0-final,ThinkPad X1 Carbon Gen 13,BYD,5B11M90100
2026-06-03T16:38:27,AMANDELBLOO-4SM_amandelbloom,NORMAL_OR_RESPONDING,ACTION_NONE,high,NOT_NO_LOW_CHANGE_CANDIDATE,,,,,,False,False,False,False,False,142,36,36,126.786,28.61,22.2,496.33,112.0,22.2,0.0,3.0,100.0,97.0,0.9165,0,0,0,0,0,0,0,0,0,0,,,,0.0,-1.0,n/a,72.0,13.7,"flat_tail=22.2d, fcc_changes=142, tail_cyc=0.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=0/0 -> FCC still updating / not a no-low-change candidate",,v2.0-final,v2.0-final,v2.0-final,ThinkPad X9-14 Gen 1,Sunwoda,LNV-5B11M90102
2026-06-03T16:38:27,AMANDELBLOO-9TD_amandelbloom,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,REVIEW_SHORT_OBS_ACTIVE_LIKE,,,REVIEW_SHORT_OBS_ACTIVE_LIKE,low,観測期間<120日でactive様（flat_tail<60）。経過観察で十分なことが多い。,False,False,False,False,False,17,2,2,100.0,14.434,1.0,117.78,17.0,1.0,0.0,86.0,100.0,14.0,0.6437,0,0,0,0,0,0,0,0,0,0,,,,0.0,-1.0,n/a,60.5,5.2,"obs_days=117.8, n_samples=1171, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",観測期間・サンプル数・カウンタ整合性のいずれかが不足しており信頼できる判定ができません。review_priorityに従い追加データ収集または手動レビューを行ってください。,v2.0-final,v2.0-final,v2.0-final,ThinkPad T14 Gen 7,COSMX,5B11M90167
2026-06-03T16:38:27,AMANDELBLOO-VBQ_amandelbloom,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY,ACTION_GAUGE_RESET,high,GAUGE_HIGH_NO_OPPORTUNITY,NO_OPPORTUNITY_LOW_CYCLING;NO_OPPORTUNITY_SHALLOW_RANGE,,,,,True,False,True,False,False,25,4,4,119.048,5.496,214.9,454.88,21.0,214.9,0.0,30.0,99.0,69.0,0.5984,0,0,0,0,0,0,0,0,0,0,,,,0.0,1.0,MIXED,92.0,40.0,"flat_tail=214.9d, fcc_changes=25, tail_cyc=0.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=0/0, ac=0.60, min_rsoc=30.0 -> insufficient learning opportunity",FCC/SoHが長期間更新されておらず、ログ上は深い放電→再充電の学習機会が十分に確認できません（OK品質の機会が無く、large-gapを含めても判定可能な機会がない）。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,v2.0-final,v2.0-final,v2.0-final,ThinkPad X13 Gen 4,Sunwoda,5B11H56368
2026-06-03T16:38:27,AMANDELBLOOXH8H_amandelbloom,NORMAL_OR_RESPONDING,ACTION_NONE,high,NOT_NO_LOW_CHANGE_CANDIDATE,,,,,,False,False,False,False,False,85,19,18,114.865,23.344,7.2,364.12,74.0,7.2,0.0,71.0,100.0,29.0,0.9471,0,0,0,0,0,0,0,0,0,0,,,,0.0,-1.0,n/a,70.1,11.2,"flat_tail=7.2d, fcc_changes=85, tail_cyc=0.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=0/0 -> FCC still updating / not a no-low-change candidate",,v2.0-final,v2.0-final,v2.0-final,ThinkPad T14 Gen 5,BYD,5B11H56417
2026-06-03T16:38:27,AMCCLARNON-1Z35_amcclarnon,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,REVIEW_SHORT_OBS_ACTIVE_LIKE,,,REVIEW_SHORT_OBS_ACTIVE_LIKE,low,観測期間<120日でactive様（flat_tail<60）。経過観察で十分なことが多い。,False,False,False,False,False,18,14,10,180.0,21.401,57.3,84.11,10.0,57.3,4.0,34.0,100.0,66.0,0.9543,0,0,0,0,0,0,0,0,0,0,,,,0.0,-1.0,n/a,71.6,15.3,"obs_days=84.1, n_samples=1399, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",観測期間・サンプル数・カウンタ整合性のいずれかが不足しており信頼できる判定ができません。review_priorityに従い追加データ収集または手動レビューを行ってください。,v2.0-final,v2.0-final,v2.0-final,ThinkPad L13 2-in-1 Gen 5,Sunwoda,5B11H56425
2026-06-03T16:38:27,AMCCLARNON-69JL_amcclarnon,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,REVIEW_SHORT_OBS_ACTIVE_LIKE,,,REVIEW_SHORT_OBS_ACTIVE_LIKE,low,観測期間<120日でactive様（flat_tail<60）。経過観察で十分なことが多い。,False,False,False,False,False,4,0,0,100.0,18.026,2.3,22.19,4.0,2.3,0.0,58.0,100.0,42.0,1.0,0,0,0,0,0,0,0,0,0,0,,,,0.0,-1.0,n/a,65.4,5.4,"obs_days=22.2, n_samples=667, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",観測期間・サンプル数・カウンタ整合性のいずれかが不足しており信頼できる判定ができません。review_priorityに従い追加データ収集または手動レビューを行ってください。,v2.0-final,v2.0-final,v2.0-final,ThinkPad X1 Carbon Gen 13,Celxpert,5B11M90098
2026-06-03T16:38:27,AMCCLARNON-TSEM_amcclarnon,NORMAL_OR_RESPONDING,ACTION_NONE,high,NOT_NO_LOW_CHANGE_CANDIDATE,,,,,,False,False,False,False,False,6,1,1,120.0,3.429,5.9,174.99,5.0,5.9,0.0,99.0,100.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,,,,0.0,-1.0,n/a,71.0,11.0,"flat_tail=5.9d, fcc_changes=6, tail_cyc=0.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=0/0 -> FCC still updating / not a no-low-change candidate",,v2.0-final,v2.0-final,v2.0-final,ThinkPad T14s 2-in-1 Gen 1,Celxpert,5B11M90106
2026-06-03T16:38:27,AMIGDOL-F67CCZ1_amigdol,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,REVIEW_SHORT_OBS_ACTIVE_LIKE,,,REVIEW_SHORT_OBS_ACTIVE_LIKE,low,観測期間<120日でactive様（flat_tail<60）。経過観察で十分なことが多い。,False,False,False,False,False,9,0,0,100.0,32.397,0.0,27.78,9.0,0.0,0.0,78.0,78.0,0.0,,0,0,0,0,0,0,0,0,0,0,,,,0.0,-1.0,n/a,65.0,5.0,"obs_days=27.8, n_samples=291, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",観測期間・サンプル数・カウンタ整合性のいずれかが不足しており信頼できる判定ができません。review_priorityに従い追加データ収集または手動レビューを行ってください。,v2.0-final,v2.0-final,v2.0-final,ThinkPad T14 Gen 7,ATL,5B11M90172
2026-06-03T16:38:27,AMIKAMI-F49VQPZ_amikami,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,WATCH_ACTIVE_LOW_CADENCE,,WATCH_ACTIVE_LOW_CADENCE,,,,True,False,False,True,True,2,2,2,1.55,0.318,31.9,629.72,129.0,31.9,5.0,46.0,100.0,54.0,0.873,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,AC_BOUND+SHALLOW_RANGE+LOW_CYCLING,70.3,16.3,"flat_tail=31.9d, fcc_changes=2, tail_cyc=5.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=0/0 -> ambiguous (watch)",FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,v2.0-final,v2.0-final,v2.0-final,ThinkPad X1 Yoga Gen 7,SMP,5B10W13973
2026-06-03T16:38:27,ANAKAMURA8-3ZVB_anakamura8,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,WATCH_POSSIBLE_OPPORTUNITY_WITH_LARGE_GAPS,,WATCH_POSSIBLE_OPPORTUNITY_WITH_LARGE_GAPS,,,,True,False,False,True,True,10,10,10,1.188,0.837,11.0,1195.33,842.0,11.0,3.0,2.0,100.0,98.0,0.612,0,1,1,0,1,1,0,0,0,0,,,,0.0,1.0,MIXED,50.1,12.4,"flat_tail=11.0d, fcc_changes=10, tail_cyc=3.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=1/1 -> ambiguous (watch)",FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,v2.0-final,v2.0-final,v2.0-final,ThinkPad X1 Carbon Gen 9,Sunwoda,5B10W13975
2026-06-03T16:38:27,ANDY-TH1_zuyin,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,REVIEW_COUNTER_RESET,,,REVIEW_COUNTER_RESET,high,cycleCountが減少（カウンタリセット/パック異常疑い）。生ログ確認が必要。,False,False,False,False,False,177,14,14,95.676,22.082,8.5,801.57,185.0,8.5,0.0,60.0,79.0,19.0,0.9682,0,0,0,0,0,0,0,0,0,0,,,,0.0,-1.0,n/a,60.8,1.4,"obs_days=801.6, n_samples=13116, quality=QUALITY_COUNTER_RESET -> insufficient/uncertain data",観測期間・サンプル数・カウンタ整合性のいずれかが不足しており信頼できる判定ができません。review_priorityに従い追加データ収集または手動レビューを行ってください。,v2.0-final,v2.0-final,v2.0-final,ThinkPad X1 Carbon Gen 12,Celxpert,5B11H56384
2026-06-03T16:38:27,ANDY_zuyin,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY,ACTION_GAUGE_RESET,high,GAUGE_HIGH_NO_OPPORTUNITY,NO_OPPORTUNITY_LOW_CYCLING;NO_OPPORTUNITY_SHALLOW_RANGE,,,,,True,True,False,False,False,0,0,0,0.0,0.0,132.1,132.1,14.0,132.1,14.0,38.0,100.0,62.0,0.728,0,0,0,0,0,0,0,0,0,0,,,,0.0,1.0,MIXED,79.6,34.8,"flat_tail=132.1d, fcc_changes=0, tail_cyc=14.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=0/0, ac=0.73, min_rsoc=38.0 -> insufficient learning opportunity",FCC/SoHが長期間更新されておらず、ログ上は深い放電→再充電の学習機会が十分に確認できません（OK品質の機会が無く、large-gapを含めても判定可能な機会がない）。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,v2.0-final,v2.0-final,v2.0-final,ThinkPad X1 Carbon Gen 11,SMP,5B10W13973
